                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                0.53378,                0.60475,                 1.1754,                0.84782,                0.89439,                0.92383,                0.84186,                0.43872,                0.52283,                0.99036,             0.00057778,             0.00057778,             0.00057778
                    134,                0.56341,                0.63007,                 1.2025,                0.84092,                 0.8912,                0.92936,                0.85295,                0.43834,                0.53601,                0.98439,             0.00056953,             0.00056953,             0.00056953
                    135,                 0.5393,                0.59128,                 1.1843,                0.82985,                0.91264,                0.93452,                0.85372,                0.43491,                0.47499,                0.99296,             0.00056128,             0.00056128,             0.00056128
                    136,                0.54069,                0.59941,                  1.183,                0.90169,                0.86958,                0.93355,                0.85844,                0.42972,                0.47451,                 0.9935,             0.00055303,             0.00055303,             0.00055303
                    137,                0.54568,                0.63654,                 1.1794,                0.89383,                0.84291,                0.92557,                0.84542,                0.42561,                0.51812,                0.97768,             0.00054478,             0.00054478,             0.00054478
                    138,                0.53617,                0.62052,                 1.1934,                0.88555,                0.84357,                0.93775,                0.85592,                0.42352,                0.52418,                0.98209,             0.00053652,             0.00053652,             0.00053652
                    139,                0.55563,                0.62157,                 1.1922,                 0.8525,                0.89939,                0.93346,                0.85701,                0.42446,                0.47986,                0.98028,             0.00052827,             0.00052827,             0.00052827
                    140,                0.52843,                0.61399,                 1.1671,                0.79317,                0.87978,                0.91678,                0.84226,                0.43369,                0.58072,                0.97884,             0.00052002,             0.00052002,             0.00052002
                    141,                0.55247,                0.63148,                 1.1953,                 0.8306,                0.87812,                 0.9308,                0.84997,                0.42908,                0.54794,                0.99074,             0.00051177,             0.00051177,             0.00051177
                    142,                0.54136,                0.60324,                 1.1932,                0.86929,                0.84624,                0.93876,                0.86003,                0.43479,                0.53133,                0.98134,             0.00050352,             0.00050352,             0.00050352
                    143,                0.51746,                0.58705,                 1.1698,                0.85333,                0.86777,                0.92473,                0.84599,                0.41865,                0.53798,                0.98325,             0.00049527,             0.00049527,             0.00049527
                    144,                0.52804,                0.62201,                 1.1815,                0.84485,                0.91235,                0.93722,                0.85292,                0.43093,                0.49345,                  0.988,             0.00048701,             0.00048701,             0.00048701
                    145,                0.52216,                0.58535,                 1.1699,                0.82837,                    0.9,                0.92739,                0.84985,                0.42812,                0.55195,                0.98796,             0.00047876,             0.00047876,             0.00047876
                    146,                0.54585,                0.60782,                  1.191,                0.87337,                 0.9107,                0.94171,                0.86058,                0.42121,                0.46152,                0.98945,             0.00047051,             0.00047051,             0.00047051
                    147,                0.53944,                 0.6197,                 1.1983,                0.89564,                0.88321,                0.94134,                0.86186,                0.42473,                0.47094,                0.98974,             0.00046226,             0.00046226,             0.00046226
                    148,                0.52674,                0.56926,                 1.1767,                0.87122,                0.84786,                0.93547,                0.85391,                0.42934,                0.52738,                0.99425,             0.00045401,             0.00045401,             0.00045401
                    149,                0.54088,                0.58063,                 1.1803,                0.87882,                0.89662,                0.92611,                0.85096,                 0.4182,                0.48786,                 0.9838,             0.00044576,             0.00044576,             0.00044576
                    150,                0.54188,                0.58681,                 1.1902,                0.88979,                0.88041,                0.92566,                0.84474,                0.42721,                0.51237,                0.98936,              0.0004375,              0.0004375,              0.0004375
                    151,                0.52879,                0.61047,                 1.1817,                0.73386,                0.89634,                0.92498,                  0.851,                0.42761,                 0.7175,                0.98252,             0.00042925,             0.00042925,             0.00042925
                    152,                0.53072,                0.58136,                 1.1744,                0.89046,                0.87033,                0.94215,                0.85847,                0.42398,                0.47986,                0.98603,               0.000421,               0.000421,               0.000421
