                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.46691,                0.47715,                 1.1235,                0.85482,                 0.9018,                0.92791,                0.84404,                0.48847,                0.60107,                 1.1367,             0.00053652,             0.00053652,             0.00053652
                    140,                0.48488,                0.48848,                 1.1394,                0.86902,                0.92791,                0.92565,                0.85049,                0.47793,                0.58951,                 1.1328,             0.00052827,             0.00052827,             0.00052827
                    141,                0.46599,                0.47539,                 1.1176,                0.92795,                0.87519,                0.93773,                0.85794,                0.48048,                0.54622,                 1.1334,             0.00052002,             0.00052002,             0.00052002
                    142,                0.46981,                0.45822,                 1.1243,                0.85625,                0.91646,                0.93637,                0.85219,                0.48965,                0.58724,                 1.1521,             0.00051177,             0.00051177,             0.00051177
                    143,                0.47248,                0.47332,                 1.1211,                0.92424,                0.89229,                0.94274,                0.85463,                0.48245,                0.53826,                 1.1422,             0.00050352,             0.00050352,             0.00050352
                    144,                0.46849,                0.46331,                 1.1173,                0.85089,                0.94033,                0.94935,                0.86643,                0.48874,                0.53906,                 1.1589,             0.00049527,             0.00049527,             0.00049527
                    145,                0.46753,                0.44833,                 1.1173,                0.90939,                 0.9265,                 0.9478,                0.86151,                0.47518,                0.48065,                  1.128,             0.00048701,             0.00048701,             0.00048701
                    146,                0.46336,                0.45452,                 1.1218,                0.91407,                0.91422,                0.95015,                0.86001,                 0.4772,                0.48407,                 1.1224,             0.00047876,             0.00047876,             0.00047876
                    147,                 0.4503,                0.46182,                 1.1147,                0.87903,                0.90895,                 0.9424,                 0.8665,                0.48487,                0.60481,                 1.1202,             0.00047051,             0.00047051,             0.00047051
                    148,                0.45508,                0.42907,                 1.1017,                0.90283,                0.85435,                0.94199,                0.86312,                0.47824,                0.57198,                 1.1252,             0.00046226,             0.00046226,             0.00046226
                    149,                0.45378,                 0.4332,                 1.1234,                0.85373,                 0.9287,                0.93508,                0.85683,                0.49294,                0.61695,                 1.1421,             0.00045401,             0.00045401,             0.00045401
                    150,                0.46841,                0.46134,                 1.1252,                0.86807,                 0.9287,                0.92976,                0.84168,                0.48888,                0.53981,                 1.1469,             0.00044576,             0.00044576,             0.00044576
                    151,                0.45058,                0.43408,                 1.1081,                0.86222,                0.94186,                0.93861,                0.84791,                0.48896,                0.52596,                 1.1374,              0.0004375,              0.0004375,              0.0004375
